Perfume,Brand,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5
very-sexy-2007,victoria-s-secret,"pepper, cappuccino, clementine, cactus flower","vanilla orchid, camellia, hortensia, mimosa","musk, blackberry, woodsy notes, white amber",floral,powdery,sweet,fresh spicy,musky
warm-freedom,zara,"cotton flower, magnolia","musk, coffee","sandalwood, cashmere wood",powdery,musky,woody,floral,coffee
002-sense-of-glam,zara,litchi,rose,vanilla,rose,fruity,vanilla,tropical,fresh
santal-glow-eau-de-toilette,zara,freesia,violet,sandalwood,woody,powdery,violet,floral,warm spicy
sisley-eau-de-3,sisley,"bergamot, amalfi lemon, grapefruit, mandarin orange","ginger, osmanthus","patchouli, vetiver, benzoin, vanilla, musk",citrus,warm spicy,aromatic,woody,floral
dance-red-midnight,shakira,"cranberry, bergamot","tuberose, orange blossom","vanilla, patchouli",white floral,vanilla,tuberose,citrus,patchouli
jasmin-kama,rania-j,"damask rose, bergamot",egyptian jasmine,"patchouli, heliotrope, musk, sandalwood, vanilla",white floral,powdery,woody,vanilla,floral
luminescence,oriflame,"citruses, bergamot, apple blossom","freesia, jasmine, peony","white woods, amber, musk",citrus,floral,woody,fresh,amber
scentsational,oriflame,"black currant, guarana","rose, freesia, jasmine","vanilla, patchouli, sandalwood",fruity,woody,floral,rose,vanilla
possess-absolute,oriflame,"pomegranate, apple, bergamot","orange blossom, osmanthus, jasmine","amberwood, musk, praline",woody,fruity,amber,sweet,white floral
innocent-white-lilac,oriflame,green notes,lilac,"heliotrope, woody notes",floral,green,fresh,powdery,unknown
sky-blossom,michael-kors,"bergamot, mango","freesia, peony",musk,floral,musky,citrus,fresh,powdery
1969-parfum-de-revolte,histoires-de-parfums,peach,"cardamom, clove, rose, white flowers","mexican chocolate, patchouli, coffee, musk",warm spicy,rose,fruity,patchouli,sweet
bebe-nouveau,bebe,"quince, grapefruit, citron","jasmine, frangipani, black orchid","ebony wood, vanilla, amber, musk",citrus,floral,sweet,woody,vanilla
amyi-v,amyi,"blackberry, cassis","rum, orchid, violet, white lily","vanilla, white amber, sandalwood",fruity,powdery,sweet,soft spicy,woody
tribu,benetton,"black currant, italian mandarin, violet leaf","chamomile, moroccan jasmine, ylang-ylang, geranium, bulgarian rose","oakmoss, benzoin, tahitian vetiver, sandalwood",woody,fruity,aromatic,floral,herbal
romantica,brocard,"sweet almond, honey, bergamot","lilac, watery notes, lily-of-the-valley, white flowers","heliotrope, vanilla",floral,fresh,white floral,green,aquatic
aromatics-in-black,clinique,"plum tree, pink grapefruit, bergamot","jasmine, osmanthus, neroli","myrhh, tonka bean, vetiver",amber,white floral,woody,aromatic,floral
capsule-collection-this-is-her-edition-2019,zadig-voltaire,"pear, jasmine, bergamot","whipped cream, vanilla, orange blossom, chestnut","sand, sandalwood, cashmere wood",vanilla,sweet,lactonic,white floral,sand
strip,agent-provocateur,bergamot,"geranium, ylang-ylang, orris","amber, musk, vetiver, patchouli, oakmoss",woody,amber,aromatic,fresh spicy,powdery
animale-intense,animale,"tangerine, grapefruit","freesia, passion flower","black currant, apple blossom",floral,fruity,citrus,unknown,unknown
under-my-spell-noelle,benefit,"black pepper, cardamom, cranberry","vanilla flower, rose, wild orchid, violet, jasmine","agarwood (oud), vanilla, raspberry, patchouli, benzoin, black amber",warm spicy,vanilla,oud,fruity,amber
boucheron-place-vendome-elixir,boucheron,"pear, mandarin orange, pink pepper","jasmine, orange blossom, rose","palisander rosewood, vanilla",white floral,sweet,citrus,fruity,vanilla
vanille-pitahaya,comptoir-sud-pacifique,"pear, cactus","pitahaya, hibiscus, jasmine","vanilla, sandalwood, musk",fruity,vanilla,tropical,sweet,floral
vanille-extreme-eau-de-toilette,comptoir-sud-pacifique,"vanilla, sugar, heliotrope","milk, vanilla","milk, vanilla",vanilla,lactonic,sweet,powdery,unknown
courreges-in-blue,courreges,"marigold, aldehydes, coriander, mandarin orange, bergamot, basil","black currant, peach, tuberose, peony, rose, violet, orange blossom, jasmine","oakmoss, sandalwood, patchouli, cedar, cloves, amber, vetiver, musk",woody,aromatic,floral,fresh,white floral
custo-barcelona,custo-barcelona,"grapefruit, bitter orange, amalfi lemon, bergamot","black currant, peony, orange blossom","patchouli, musk, amber",citrus,floral,fresh,fruity,woody
tuberose-in-blue,altaia,"neroli, mandarin orange","tuberose, heliotrope, freesia","sandalwood, cedar",white floral,tuberose,floral,powdery,citrus
yukimi,annayake,"mint, apple, green leaves, mandarin orange","freesia, rose, jasmine","maple, thuja, amber, white musk",green,woody,aromatic,floral,fruity
she-wood,dsquared2,"lemon, neroli, jasmine","violet, heliotrope, musk","cedar, vetiver, amber",powdery,woody,violet,aromatic,floral
compotas-corporais-coco,l-occitane-au-bresil,"sicilian lemon, mandarin orange",coconut,"woodsy notes, floral notes",coconut,sweet,citrus,lactonic,woody
chemise-blanche,laurent-mazzone-parfums,"aldehydes, bergamot, mandarin orange","iris, lily-of-the-valley, rose","musk, benzoin, tonka bean, amber",musky,powdery,fresh,aldehydic,citrus
grisette,lubin,"moroccan rose, bulgarian rose, grapefruit, citruses, bergamot","iris, incense","musk, cedar, madagascar vanilla, amber",citrus,rose,powdery,musky,woody
winter-kiss,naomi-campbell,"star anise, pink pepper, bergamot","freesia, jasmine, night blooming cereus","vanilla, sandalwood, musk, cedar",soft spicy,powdery,woody,anis,floral
juste-un-reve,nicolai-parfumeur-createur,"coconut, apricot","tuberose, jasmine","vanille, sandalwood",white floral,tuberose,vanilla,coconut,powdery
cristallo-di-rocca,omnia-profumi,"ylang-ylang, geranium, citruses, lily-of-the-valley, rose","almond, cloves, rum, iris","vanilla, sandalwood",warm spicy,vanilla,almond,woody,sweet
electrify,paris-hilton,"red apple, ozonic notes, cyclamen, mandarin orange","red poppy, peony, turkish rose, magnolia","vanilla absolute, coconut, sandalwood, patchouli",floral,vanilla,sweet,coconut,fresh
vodka-love,paris-elysees,"raspberry, plum, cherry","floral notes, iris flower, orchid","vanilla, amber, musk",fruity,sweet,floral,powdery,cherry
extatic-tiger-orchid,pierre-balmain,"solar notes, ginger flower, pink pepper","orchid, ylang-ylang, night blooming jasmine","cashmirwood, benzoin, patchouli",woody,sweet,warm spicy,yellow floral,amber
bandit,robert-piguet,"aldehydes, galbanum, artemisia, bergamot, neroli, gardenia, ylang-ylang, orange","carnation, jasmine, violet root, tuberose, rose","oakmoss, leather, civet, vetiver, patchouli, myrrh, musk, amber, coconut",aromatic,animalic,earthy,mossy,woody
chymara,the-body-shop,"berry fruits, pineapple, mandarin orange","rose, lily, lily-of-the-valley","praline, amber, musk, cedar",sweet,fruity,white floral,amber,rose
white-musk-smoky-rose,the-body-shop,"black currant, pink pepper, bergamot","black rose, tobacco blossom, immortelle, orange blossom","white musk, olibanum",rose,musky,fruity,white floral,soft spicy
effie,thera-cosmeticos,"orange, bergamot","rose, jasmine","patchouli, musk, vanilla, vetiver",citrus,rose,woody,white floral,patchouli
swann,pacoma,"aldehydes, jasmine, green notes","rose, floral notes, oriental notes, patchouli","oakmoss, resins, sandalwood, musk, powdery notes",amber,woody,floral,aldehydic,rose
sexual-noir-for-women,michel-germain,"big strawberry, lime, mandarin orange","patchouli, sweet pea, jasmine, orchid","vanilla, amber, sandalwood, vetiver",sweet,woody,fruity,citrus,floral
my-twist,mauboussin,"black currant, orange","tuberose, neroli, jasmine","vanilla, musk",white floral,tuberose,vanilla,fruity,citrus
flower,mahogany,"iris, white flowers, jasmine, violet, lily-of-the-valley","green notes, fruity notes","vanilla, black pepper, woody notes",white floral,powdery,violet,iris,vanilla
keen,mahogany,"litchi, kiwi, lemon, grapefruit","chocolate, orchid, jasmine, lily","vanilla, praline, musk, sandalwood, benzoin, amber, cedar",sweet,vanilla,fruity,chocolate,powdery
harem,lr,"mexican chocolate, caramel, mandarin orange","patchouli, jasmine, lotus","amber, vanille, musk",patchouli,warm spicy,sweet,chocolate,woody
hello-beauty,la-rive,"peony, black currant, patchouli","water lily, raspberry, jasmine","cedar, white musk",floral,fruity,fresh,woody,white floral
gio-antonelli-intenso,jequiti,"sour cherry, ginger, peony","jasmine, gardenia","vetiver, ambroxan",white floral,cherry,floral,fresh,sweet
un-amour-de-patou,jean-patou,"green notes, aldehydes, mahogany, bergamot","rose, lily-of-the-valley, jasmine","sandalwood, musk",woody,white floral,green,rose,fresh
joy-forever,jean-patou,"galbanum, bergamot, mandarin orange","marigold, peach, jasmine, rose, orange blossom, orris","white musk, sandalwood, amber, cedar",aromatic,citrus,white floral,green,sweet
fleur-de-bambu,il-profvmo,tea,"bamboo, lotus, water lily, rice",ivy,floral,aquatic,fresh,green,woody
osmo-scents-musc-bleu,il-profvmo,cyclamen,"geranium, ylang-ylang","musk, woodsy notes",musky,woody,floral,powdery,fresh spicy
mademoiselle-amour,fragonard,"big strawberry, red apple, tangerine","sweet pea, rose, jasmine",raspberry,fruity,sweet,floral,rose,citrus
divine-lace,eudora,"bergamot, nectarine, sicilian lemon, green leaves","iris, jasmine sambac, rose, spices, geranium, heliotrope, accord eudoraÆ","amber, leather, musk, cedar, vanilla, balsamic notes, labdanum",powdery,iris,amber,white floral,violet
lumis,eudora,"gardenia, champagne, mandarin orange, pink pepper","jasmine, frangipani, orchid, chocolate","musk, accord eudoraÆ, custard, amber",white floral,floral,lactonic,citrus,champagne
bois-plume,esteban,"lavender, cardamom, bergamot","iris, rose, patchouli","sandalwood, cinnamon, virginia cedar, brazilian rosewood",woody,warm spicy,powdery,aromatic,iris
diva-rose,emanuel-ungaro,"litchi, green notes, bergamot","rose, lilac, freesia","musk, amber, woodsy notes",floral,rose,green,fresh,fruity
girl-of-now-shine,elie-saab,"pineapple, pistachio, pear, mandarin orange","bitter almond, orange blossom, ylang-ylang, jasmine","vanilla, iris, patchouli",sweet,fruity,almond,nutty,vanilla
graine-de-joie,eau-d-italie,"red berries, red currant, pomegranate","flowers, freesia, praline","musk, cedar",fruity,sweet,sour,woody,fresh
nohiba,e-coudray,"coriander, pink pepper, amalfi lemon, bergamot","clove, ylang-ylang, rose, jasmine","sandalwood, patchouli, virginia cedar, musk",woody,warm spicy,aromatic,yellow floral,patchouli
himalayan-blue,crabtree-evelyn,"orange leaf, lemon, mandarin orange","black tea, yellow champaca, ginger, pink pepper, wildflowers, rose","sandalwood, leather, patchouli",citrus,floral,fresh,green,warm spicy
tardes,carner-barcelona,"almond, brazilian rosewood, rose, geranium","plum, virginia cedar, celery","heliotrope, tonka bean, musk",almond,vanilla,powdery,sweet,fruity
morning-glory,calgon,"water notes, violet, apple, orange, star anise","orchid, jasmine, geranium, rose","musk, oak moss, sandalwood, amber",aquatic,powdery,fresh,floral,violet
yummy-candy,adopt-parfums,"tangerine, bitter orange, bergamot","exotic fruits, grapefruit","vanilla, sandalwood, musk, amber",vanilla,fruity,citrus,sweet,powdery
red-ruby,armaf,"mandarin orange, bergamot, lily-of-the-valley","litchi, tuberose","vanilla, musk, sandalwood",citrus,vanilla,fruity,powdery,tropical
the-pride-of-armaf-for-women-rouge,armaf,"saffron, coriander, jasmine","amberwood, praline, freesia, lemon, tagetes","ambroxan, amber, moss, cedar",amber,woody,warm spicy,sweet,musky
rare-emeralds,avon,"geranium, bergamot, orange","jasmine, white rose","cedar, sandalwood, musk",woody,fresh spicy,citrus,aromatic,powdery
beautiful-day,bath-body-works,"apple, pear, black currant","pink peony, chamomile, lily-of-the-valley","white peach, white wood",fruity,fresh,green,floral,sweet
black-amethyst,bath-body-works,"bergamot, fruity notes, orange, mandarin orange, melon, tangerine","gardenia, tuberose, peony, camelia, magnolia, lily-of-the-valley, freesia","patchouli, vetiver, sandalwood, vanilla, musk",woody,citrus,patchouli,earthy,aromatic
i-love-new-york-for-her,bond-no-9,"sweet notes, blueberry, nutmeg, mandarin orange","patchouli, rose, peony","vanille, leather, sandalwood, musk",sweet,fruity,woody,patchouli,vanilla
my-burberry-black,burberry,jasmine,"peach, rose","amber, patchouli",amber,patchouli,fruity,rose,woody
bvlgari-rose-essentielle-eau-de-toilette-rosee,bvlgari,"bergamot, orange","rose, jasmine","musk, patchouli",rose,citrus,musky,floral,white floral
amarena,bvlgari,"cherry, tuberose, pomegranate",rose,powdery notes,cherry,rose,tuberose,powdery,sweet
noa-l-eau-de-parfum,cacharel,"freesia, plum, peach","peony, sandalwood, oakmoss, rose","white musk, iris, sandalwood, patchouli, cedar",woody,floral,powdery,earthy,musky
ch-garden-party,carolina-herrera,"pineapple, grapefruit, amalfi lemon","jasmine, rose","sandalwood, spices, virginia cedar",woody,citrus,warm spicy,white floral,fruity
la-panthere-legere,cartier,"dried fruits, green notes, pear, tangerine, bergamot","gardenia, tiare flower, aldehydes, ylang-ylang, rose, peach, jasmine","oakmoss, musk, patchouli, leather, orris",white floral,earthy,mossy,fruity,woody
coach-poppy-freesia-blossom,coach,"big strawberry, macarons, raspberry, apricot, cassis, bergamot","white orchid, tahitian tiare flower, freesia, star jasmine","vanila, musk",sweet,fruity,vanilla,floral,white floral
dior-addict-2-eau-fraiche,dior,"grapefruit, amalfi lemon","raspberry, red berries, rose","virginia cedar, musk",citrus,fruity,sweet,rose,aromatic
miss-dior-absolutely-blooming,dior,"raspberry, black currant, pomegranate, pink pepper","may rose, peony",white musk,fruity,rose,floral,sweet,woody
light-blue-sun,dolce-gabbana,"coconut nectar, ozonic notes, lemon, granny smith apple","frangipani, jasmine, white rose","bourbon vanilla, white musk, cedar, ambergris",citrus,coconut,ozonic,vanilla,tropical
candy-love,escada,candy apple,rose,"whipped cream, vanilla",vanilla,sweet,fruity,lactonic,rose
knowing,estee-lauder,"aldehydes, mimosa, rose, coriander, green notes, tuberose, plum, melon","patchouli, cardamom, cedar, bay leaf, orris root, jasmine, orange blossom, lily-of-the-valley, pitosporum","oakmoss, patchouli, civet, spices, vetiver, sandalwood, amber, orris root, musk",woody,earthy,powdery,warm spicy,white floral
my-way-floral,giorgio-armani,"orange blossom, green mandarin, bitter orange","indian tuberose, tunisian neroli","bourbon vanilla, white musk",citrus,white floral,tuberose,animalic,sweet
journey-woman,amouage,"osmanthus, apricot, nutmeg, jasmine, cardamom","honey, mimosa, jasmine sambac, cedar","tobacco, saffron, cypriol oil or nagarmotha, vanila, musk",floral,fruity,sweet,honey,powdery
ange-ou-demon-le-secret,givenchy,"tea, cranberry, amalfi lemon","peony, jasmine, water lily","woodsy notes, patchouli",fresh,floral,citrus,fruity,green
aqua-allegoria-gentiana,guerlain,"grapefruit, lime, bergamot, orange","gentiana, pear","musk, sandalwood",citrus,sweet,floral,fresh spicy,aromatic
aqua-allegoria-forte-rosa-rossa,guerlain,"peach, cassis, pink pepper, almond","bulgarian rose, damask rose","benzoin, patchouli, sandalwood",rose,fruity,woody,floral,soft spicy
elixir-charnel-le-boise-torride,guerlain,"red berries, tangerine, bergamot","marshmallow, african orange flower, jasmine","patchouli, virginia cedar, white musk",sweet,citrus,fruity,woody,white floral
jardins-de-bagatelle-eau-de-parfum,guerlain,bergamot,"tuberose, jasmine, gardenia, neroli",woody notes,white floral,tuberose,citrus,unknown,unknown
amazone-2017-re-launch,hermes,"cassis, black currant blossom","galbanum, narcissus, red berries",vetiver,green,aromatic,fruity,woody,soft spicy
boss-intense,hugo-boss,"spices, orange blossom","vanilla, rose","sandalwood, amber, patchouli",warm spicy,woody,vanilla,powdery,white floral
l-eau-d-issey-summer-2015,issey-miyake,"grapefruit, litchi","floral notes, guava, pitahaya, passionfruit",vanilla,fruity,tropical,floral,citrus,fresh
l-eau-d-issey-pure-nectar-de-parfum,issey-miyake,"honey, pear, bergamot","rose, water notes, peony","cashmeran, ambergris, white musk, sandalwood, violet",rose,floral,fresh,aquatic,honey
classique-pirate-edition,jean-paul-gaultier,"mandarin orange, orange blossom, star anise, pear, rose, bergamot","tuberose, ylang-ylang, plum, ginger, orchid, iris","musk, vanilla, amber, sandalwood, cinnamon",powdery,sweet,white floral,citrus,fruity
viva-la-juicy-glace,juicy-couture,"sorbet, pear, cassis, mandarin orange","jasmine, orange blossom","vanilla, sandalwood, amber",fruity,sweet,vanilla,fresh,aquatic
viva-la-juicy-le-bubbly,juicy-couture,"champagne, wild berries, mandarin orange, blood orange, pink freesia","gardenia, vanilla orchid, jasmine","praline, amber, woodsy notes",sweet,champagne,citrus,aldehydic,lactonic
